filepath,label,region,source,gbif_id,floralens_set,floralens_repos,latitude,longitude,gbif_platform,grid_cell,group
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974420877_1.jpg,Phragmites australis,Unknown,floralens,2974420877.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1802701304_1.jpg,Phragmites australis,Unknown,floralens,1802701304.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2576505214_3.jpg,Phragmites australis,Unknown,floralens,2576505214.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2465202022_1.jpg,Phragmites australis,Unknown,floralens,2465202022.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2236242560_1.jpg,Phragmites australis,Unknown,floralens,2236242560.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2645567157_1.jpg,Phragmites australis,Unknown,floralens,2645567157.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2429556462_1.jpg,Phragmites australis,Unknown,floralens,2429556462.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1453547827_2.jpg,Phragmites australis,Unknown,floralens,1453547827.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1847541766_1.jpg,Phragmites australis,Unknown,floralens,1847541766.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2644051627_1.jpg,Phragmites australis,Unknown,floralens,2644051627.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2543064174_1.jpg,Phragmites australis,Unknown,floralens,2543064174.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2397463232_1.jpg,Phragmites australis,Unknown,floralens,2397463232.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974638438_1.jpg,Phragmites australis,Unknown,floralens,2974638438.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974588857_1.jpg,Phragmites australis,Unknown,floralens,2974588857.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2422945006_1.jpg,Phragmites australis,Unknown,floralens,2422945006.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974568771_1.jpg,Phragmites australis,Unknown,floralens,2974568771.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1913685373_1.jpg,Phragmites australis,Unknown,floralens,1913685373.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974300209_1.jpg,Phragmites australis,Unknown,floralens,2974300209.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2645592027_1.jpg,Phragmites australis,Unknown,floralens,2645592027.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1978436217_1.jpg,Phragmites australis,Unknown,floralens,1978436217.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974416179_1.jpg,Phragmites australis,Unknown,floralens,2974416179.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1986524982_1.jpg,Phragmites australis,Unknown,floralens,1986524982.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2645427821_1.jpg,Phragmites australis,Unknown,floralens,2645427821.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974381060_1.jpg,Phragmites australis,Unknown,floralens,2974381060.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1562935441_1.jpg,Phragmites australis,Unknown,floralens,1562935441.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2005297989_1.jpg,Phragmites australis,Unknown,floralens,2005297989.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2643990548_1.jpg,Phragmites australis,Unknown,floralens,2643990548.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974581199_1.jpg,Phragmites australis,Unknown,floralens,2974581199.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974444623_1.jpg,Phragmites australis,Unknown,floralens,2974444623.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1.jpg,Phragmites australis,Unknown,floralens,,TRAIN,FloraOn,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1913665486_1.jpg,Phragmites australis,Unknown,floralens,1913665486.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2645452275_1.jpg,Phragmites australis,Unknown,floralens,2645452275.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974587852_1.jpg,Phragmites australis,Unknown,floralens,2974587852.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1990638036_1.jpg,Phragmites australis,Unknown,floralens,1990638036.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2645739403_1.jpg,Phragmites australis,Unknown,floralens,2645739403.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2643870277_1.jpg,Phragmites australis,Unknown,floralens,2643870277.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2460128083_1.jpg,Phragmites australis,Unknown,floralens,2460128083.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1986561955_1.jpg,Phragmites australis,Unknown,floralens,1986561955.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1990442844_1.jpg,Phragmites australis,Unknown,floralens,1990442844.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1901090436_1.jpg,Phragmites australis,Unknown,floralens,1901090436.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1901089786_1.jpg,Phragmites australis,Unknown,floralens,1901089786.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2557760217_1.jpg,Phragmites australis,Unknown,floralens,2557760217.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2529282723_1.jpg,Phragmites australis,Unknown,floralens,2529282723.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2580092034_1.jpg,Phragmites australis,Unknown,floralens,2580092034.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2644493982_1.jpg,Phragmites australis,Unknown,floralens,2644493982.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_6.jpg,Phragmites australis,Unknown,floralens,,TRAIN,FloraOn,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2397531562_1.jpg,Phragmites australis,Unknown,floralens,2397531562.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974430138_1.jpg,Phragmites australis,Unknown,floralens,2974430138.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974564723_1.jpg,Phragmites australis,Unknown,floralens,2974564723.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2456503177_1.jpg,Phragmites australis,Unknown,floralens,2456503177.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1453069385_1.jpg,Phragmites australis,Unknown,floralens,1453069385.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2643507993_1.jpg,Phragmites australis,Unknown,floralens,2643507993.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2645595492_1.jpg,Phragmites australis,Unknown,floralens,2645595492.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2557805559_1.jpg,Phragmites australis,Unknown,floralens,2557805559.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1899764723_1.jpg,Phragmites australis,Unknown,floralens,1899764723.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2429250210_1.jpg,Phragmites australis,Unknown,floralens,2429250210.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2005363318_1.jpg,Phragmites australis,Unknown,floralens,2005363318.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2273225954_1.jpg,Phragmites australis,Unknown,floralens,2273225954.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2643580041_1.jpg,Phragmites australis,Unknown,floralens,2643580041.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1453069275_1.jpg,Phragmites australis,Unknown,floralens,1453069275.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2644150550_1.jpg,Phragmites australis,Unknown,floralens,2644150550.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2543084311_1.jpg,Phragmites australis,Unknown,floralens,2543084311.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2563461139_1.jpg,Phragmites australis,Unknown,floralens,2563461139.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2423063224_1.jpg,Phragmites australis,Unknown,floralens,2423063224.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1805395983_1.jpg,Phragmites australis,Unknown,floralens,1805395983.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2645438995_1.jpg,Phragmites australis,Unknown,floralens,2645438995.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974397206_1.jpg,Phragmites australis,Unknown,floralens,2974397206.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974604284_1.jpg,Phragmites australis,Unknown,floralens,2974604284.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2460059536_1.jpg,Phragmites australis,Unknown,floralens,2460059536.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974453717_1.jpg,Phragmites australis,Unknown,floralens,2974453717.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2543065384_1.jpg,Phragmites australis,Unknown,floralens,2543065384.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974423156_1.jpg,Phragmites australis,Unknown,floralens,2974423156.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974494684_1.jpg,Phragmites australis,Unknown,floralens,2974494684.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2.jpg,Phragmites australis,Unknown,floralens,,TRAIN,FloraOn,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974429265_1.jpg,Phragmites australis,Unknown,floralens,2974429265.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974401959_1.jpg,Phragmites australis,Unknown,floralens,2974401959.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1990559765_1.jpg,Phragmites australis,Unknown,floralens,1990559765.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2563605264_1.jpg,Phragmites australis,Unknown,floralens,2563605264.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2460021115_1.jpg,Phragmites australis,Unknown,floralens,2460021115.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2465261399_1.jpg,Phragmites australis,Unknown,floralens,2465261399.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974614858_1.jpg,Phragmites australis,Unknown,floralens,2974614858.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2643894022_1.jpg,Phragmites australis,Unknown,floralens,2643894022.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974635746_1.jpg,Phragmites australis,Unknown,floralens,2974635746.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1453338238_1.jpg,Phragmites australis,Unknown,floralens,1453338238.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1562930530_1.jpg,Phragmites australis,Unknown,floralens,1562930530.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1948765548_1.jpg,Phragmites australis,Unknown,floralens,1948765548.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2643985215_1.jpg,Phragmites australis,Unknown,floralens,2643985215.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_3.jpg,Phragmites australis,Unknown,floralens,,TRAIN,FloraOn,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2645502395_1.jpg,Phragmites australis,Unknown,floralens,2645502395.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2529292753_1.jpg,Phragmites australis,Unknown,floralens,2529292753.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1453068921_1.jpg,Phragmites australis,Unknown,floralens,1453068921.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1986524978_1.jpg,Phragmites australis,Unknown,floralens,1986524978.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974641980_1.jpg,Phragmites australis,Unknown,floralens,2974641980.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2644078249_1.jpg,Phragmites australis,Unknown,floralens,2644078249.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1986597964_1.jpg,Phragmites australis,Unknown,floralens,1986597964.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2974445371_1.jpg,Phragmites australis,Unknown,floralens,2974445371.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2460050625_1.jpg,Phragmites australis,Unknown,floralens,2460050625.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2580179242_1.jpg,Phragmites australis,Unknown,floralens,2580179242.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_1839204107_1.jpg,Phragmites australis,Unknown,floralens,1839204107.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2645205043_1.jpg,Phragmites australis,Unknown,floralens,2645205043.0,TRAIN,Pl@ntNet,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2283083183_1.jpg,Phragmites australis,Unknown,floralens,2283083183.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2563575628_2.jpg,Phragmites australis,Unknown,floralens,2563575628.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
data_raw/floralens/Phragmites_australis/Phragmites_australis_2397466561_1.jpg,Phragmites australis,Unknown,floralens,2397466561.0,TRAIN,iNaturalist,,,,no_coords,no_coords:floralens:Unknown
